,Simulated Data 1,Simulated Data 2
0,0.042024748245743516,-0.018197862287366327
1,-0.0248209536612329,0.014901397900901498
2,0.017768722742675224,-0.017731238789696804
3,-0.02095069797457816,0.024834581511028353
4,0.01883876951207039,-0.02035175877893175
5,-0.010307937041443296,0.023993062162897264
6,-0.014598206452384488,-0.025729736354116912
7,-0.00037366002514971006,0.024694824327265573
8,-0.007934280922864774,-0.023076753477648364
9,0.009548498612145365,0.03321552197050384
10,-0.01153827471024647,-0.032030370157292695
11,0.017214821216115964,0.012860377506301753
12,-0.003911581734240808,-0.02863775938110385
13,-0.004953705725251977,0.033127479749848525
14,0.019112830873356523,-0.021029544310243377
15,-0.018771113967608503,0.04043895073549531
16,0.021218489592535122,-0.03482859861293943
17,-0.03141627568480271,0.0456966492438181
18,0.03188482366753414,-0.04566039612648589
19,-0.0068331386311119395,0.02463082010471428
20,0.014679625070225494,-0.03888110489149576
21,-0.016566014753211185,0.02109658394598834
22,0.023144047024774468,-0.02336244609694732
23,-0.03394294739165382,0.004176001225533101
24,0.04016331913595053,-0.0064120447214698105
25,-0.03246948830320979,0.013778578221953844
26,0.028384700612413077,-0.011262435776204229
27,-0.0315275047166032,0.010517952839664063
28,0.025150991381245262,-0.012260324669434544
29,-0.015138952088331048,0.008377521776153307
30,0.027609774949687842,0.006482099432484514
31,-0.02401708097240277,-0.0028516991999734615
32,0.012111724310713128,0.00410787725790026
33,-0.03583065032488889,0.0042753351266431525
34,0.04221692638691548,-0.016654190498638567
35,-0.03679042211820393,0.02674782810244208
36,0.04640481621808469,-0.03466216147856208
37,-0.040912719742975286,0.022151178518305475
38,0.029766577262963077,-0.030390968447125473
39,-0.032457676386801776,0.051733815665582585
40,0.01830785490546272,-0.05957864499841688
41,-0.010118254379303398,0.04960839422954486
42,0.01633397587792594,-0.04619722741455109
43,-0.011161449049629742,0.032104078760700545
44,0.014824747763031604,-0.005414699841792773
45,-0.010067318301506416,0.013311173089359295
46,-0.009061573772679759,-0.020635653878894884
47,0.007870427854303313,0.027845970030577046
48,0.009912487063125242,-0.020585428081134595
49,-0.009604771217619828,0.016474508792285573
50,0.0026697530404859405,-0.022046966264208108
51,-0.01718288487959699,0.006684207421539731
52,0.023698959706589997,-0.00401818107240892
53,-0.02456403304914946,-0.0004867922618002371
54,0.012521537925515825,-0.028994145662503502
55,-0.015615248443594593,0.02554698110129991
56,0.0047194619485373245,-0.036739623782430925
57,0.0032262637127744194,0.0321853373327669
58,-0.010414658345024704,-0.021413872118025583
59,0.012365515115628303,0.025835179338850683
60,-0.029675160831542435,-0.02826967928040829
61,0.024021645494078047,0.030180683920197668
62,-0.017946650729841664,-0.02536281537510364
63,0.015373079510984098,0.035183890386584774
64,-0.023444249697474596,-0.041000715536458406
65,0.004461836082121851,0.037817205519079626
66,-0.010308921931437154,-0.022494665770006375
67,0.007341223414110852,0.03438895355261818
68,-0.015110342665324192,-0.025568023178331043
69,0.0198553195002742,0.020263930178327297
70,-0.007782518317916215,-0.022904176747655162
71,0.01850917809964408,0.020593624737861593
72,-0.021812147853591514,-0.018608480587913104
73,0.01692088293926978,0.02048551841966604
74,-0.014605063562917315,-0.020226223106991348
75,0.01109287339121471,0.03504621877833089
76,-0.006525434070856774,-0.032028645237582476
77,-0.0033940281075521836,0.03409668706163677
78,-0.0008740154878108504,-0.04719796600360493
79,-0.015694139889039886,0.04221077420198829
80,0.01830835386372587,-0.02602600436992898
81,-0.03599482255157978,0.013503302444781307
82,0.010672729532794922,-0.012650161788510481
83,-0.022370773732550114,0.017394965064300064
84,0.018664911955651654,-0.027857158202655115
85,-0.0143969660251709,0.03315113113901873
86,0.012370968077836596,-0.023450950890648796
87,-0.0035433855752746773,0.020721726427178427
88,0.009044632262400772,-0.01767960870514021
89,-0.019319453289774434,0.006379479640964808
90,0.016221335026641234,-0.004308561631702698
91,-0.0029949556583112966,0.009778293364834545
92,-0.0010958843070509243,-0.005628146869021013
93,0.0013549947338059132,0.01711209762918568
94,-0.022484051970866205,-0.01683010905960362
95,0.02910313832542403,0.007934732867126494
96,-0.022773762254803043,-0.0015331100330584456
97,0.016259506308901793,-0.01053664474599198
98,0.0004717686327741933,-0.0011364320080290893
99,-0.009933016261211331,-0.01460512678581677
100,0.0066838342901314,0.006398219398945428
101,0.0060224516687924935,-0.008767042788520186
102,-0.010220672846350854,0.031104504892305186
103,0.008771118024446505,-0.03259017290476415
104,0.013291976444820842,0.019768914554028086
105,-0.024354881240402144,-0.025749833469356467
106,0.03587968901813947,0.029201321884640283
107,-0.04900532904052911,-0.01661157575873856
108,0.04681062429872522,0.02797438896416153
109,-0.03430438898635442,-0.02667844844683643
110,0.0304977366609954,0.017051437121179954
111,-0.046853594065631055,-0.014590928971335742
112,0.03377202199623586,0.0019247494000882819
113,-0.042155277307341185,-0.0009866229400200348
114,0.030533923857085702,-0.005540399012230633
115,-0.012042998638724621,0.0010065306151425578
116,0.0008628991070209861,-0.005650481362885559
117,0.0052756212116323,-0.0037018589957322715
118,0.011494679791611354,-0.0034414182584501882
119,-0.026251851801587272,0.014407381429615465
120,0.017514950343819287,-0.014869227370718661
121,-0.03637381337723934,-0.010786159999120498
122,0.035665610509861105,0.0024847772927601925
123,-0.03471140124001048,0.00022091678105587952
124,0.032166031557294104,-0.00787055814167312
125,-0.031021155066895085,-0.005636195376766864
126,0.020176919814769222,0.007210120705857725
127,-0.014004047454722217,-0.01683169691538134
128,0.002765336833039988,0.022085962815941437
129,0.0034317402635271675,-0.004450315672741257
130,0.006284381541234089,-0.011890763587797207
131,0.005897967328972645,0.01653802371642875
132,0.014925143547741406,-0.008548784218322048
133,-0.009733078215297997,0.017788052358631352
134,0.005371562746143048,-0.03229232658274671
135,-0.010039426818966003,0.041734107962605065
136,0.009360247539492907,-0.03102056121167149
137,0.004489430976439161,0.029329191260890536
138,-0.019021754262384356,-0.015538341056027685
139,0.028399087012642245,0.014124053798532666
140,-0.01659851970252796,-0.013025883459358059
141,0.020616532511984483,0.010286314832855952
142,-0.024058113749047604,-0.026314392077973335
143,0.011176151318957276,-0.006687531462455636
144,-0.010818275312407255,0.006150588276688137
145,0.003312461947739532,0.005846941069581515
146,0.004310828337411346,-0.010391654303574093
147,-0.01629131061034362,0.00968146493235384
148,0.03402165777282742,0.003965037794103033
149,-0.044980108080766926,0.005291816814270496
150,0.050660240253518646,-0.013370916545630784
151,-0.039761510375354955,0.006820627159981769
152,0.03125233109557305,-0.0026189456807260867
153,-0.054676820531705236,-0.0009024424796853815
154,0.07811774671809736,0.0057055734287696
155,-0.0712077266933637,0.0008416568288802844
156,0.07450011466610215,-0.0023891187480166373
157,-0.058312338747095814,0.019962703608376087
158,0.05720739491835439,-0.0355684220060295
159,-0.041196690549163195,0.025631570358765177
160,0.04607196549593405,-0.020274839639496
161,-0.04933458946270828,0.01366026005480053
162,0.03973375126189224,-0.030281450433139612
163,-0.04308238302533017,0.03596615961986887
164,0.041807214204692716,-0.054220400666581174
165,-0.03322714732264632,0.05084415057561708
166,0.014642224304455064,-0.05180768454421679
167,-0.018390253528205093,0.04984044680364561
168,0.014765489898504538,-0.06316783722664336
169,-0.0067054229273175595,0.050527059362303804
170,0.01562204728562373,-0.04784932329676798
171,-0.02299848136004872,0.04428778040463283
172,0.025958880689688192,-0.027162952393886428
173,-0.02628878463249743,0.023902123410721596
174,0.028149001060530043,-0.024160352939809247
175,-0.02466218296929269,0.020071765031974984
176,0.013355869978224529,-0.026129175473774247
177,-0.0017406725302700956,0.017455163807376536
178,-0.0003272373928496174,-0.009530518520625433
179,0.001651022914818106,0.013465846430111183
180,0.011760046055891009,-0.0046742283233930345
181,-0.019874177241525195,0.008765701971009095
182,0.028642757698057665,-0.007678419599489534
183,-0.036831867681712455,0.007750462417221919
184,0.034819080610394536,-0.003787610130356593
185,-0.019996723451772783,-0.005555451455142617
186,0.0221373722405387,-0.002504986328656071
187,-0.023609288430632425,0.0049070516403452195
188,0.022052995407003787,-0.010822463905898642
189,-0.028766461238327545,0.008070578566680107
190,0.009124731065605306,-0.006378325535850525
191,-0.009375961389147766,0.010836453350911318
192,0.009132623403033035,-0.0038954135099970276
193,-0.0041962099461935135,0.008830382786292165
194,0.01056437415879039,-0.008457603736128761
195,-0.006748050310722436,-0.0005797106358207231
196,0.013417256200775812,0.01152523519858817
197,-0.016764911802962055,0.00019899752719372554
198,0.02109035910812922,-0.013578028946358258
199,-0.002247606306978029,0.01917752341174129
200,0.015128101220260563,-0.03214308371570823
201,-0.00036884985808798877,0.03968858295559789
202,-0.006538337504300881,-0.03747210067630238
203,0.010977695030292431,0.014199657321510777
204,0.0029008026381830507,-0.022072645299640058
205,-0.0025288837899764324,0.007147149034986292
206,0.002274800812505892,0.002046776863639097
207,0.008992187432692296,0.006747165851172094
208,-0.01410045439418322,0.003688439525212305
209,0.017475504770193297,-0.0023764632753249387
210,-0.019052240128799216,0.007520182340937227
